Crop type,Season,Year,State,District,Annual rainfall (mm),Cultivated area (hectares),Total production (tonnes),Pesticide and fertilizer used (kg/hectare),Yield (tonnes/hectare)
Ginger,Rabi,2022-2023,Odisha,Mayurbhanj,1486.61,24422,45669.14,246.83,1.87
Gourds,Rabi,2021-2022,Odisha,Kalahandi,1782.89,29323,49849.1,216.21,1.7
Biri (Black Gram),Kharif,2003-2004,Odisha,Nuapada,1400.81,26513,40830.02,223.28,1.54
Coffee,Rabi,2008-2009,Odisha,Nayagarh,1498.79,16065,26989.2,114.14,1.68
Cardamom,Rabi,2018-2019,Odisha,Dhenkanal,1346.38,36003,54724.56,91.38,1.52
Litchi,Kharif,2000-2001,Odisha,Balasore,1488.3,16092,23494.32,244.3,1.46
Papaya,Rabi,2019-2020,Odisha,Nuapada,1438.8,27575,968985.5,154.84,35.14
Banana,Rabi,2018-2019,Odisha,Nabarangpur,1262.02,13601,402861.62,107.78,29.62
Linseed,Kharif,2017-2018,Odisha,Bargarh,1427.75,21381,37416.75,250.59,1.75
Chilli,Rabi,2019-2020,Odisha,Koraput,1567.89,26744,45999.68,204.95,1.72
Jowar (Sorghum),Kharif,2023-2024,Odisha,Nayagarh,873.64,15072,27280.32,103.96,1.81
Lentil,Rabi,2019-2020,Odisha,Boudh,1288.59,18574,28603.96,106.22,1.54
Cardamom,Kharif,2021-2022,Odisha,Nayagarh,1550.91,12933,20304.81,144.23,1.57
Kulthi (Horse Gram),Kharif,2004-2005,Odisha,Balangir,1447.54,34646,57858.82,177.96,1.67
Guava,Rabi,2010-2011,Odisha,Angul,1508.54,32642,47657.32,189.86,1.46
Linseed,Kharif,2003-2004,Odisha,Sundargarh,1416.52,26214,41418.12,190.84,1.58
Mung (Green Gram),Kharif,2006-2007,Odisha,Jagatsinghapur,1596.12,30254,42960.68,83.43,1.42
Sapota,Kharif,2000-2001,Odisha,Rayagada,1397.84,25441,40705.6,86.46,1.6
Chilli,Rabi,2023-2024,Odisha,Balangir,1177.21,29284,43633.16,109.99,1.49
Small Millets,Kharif,2022-2023,Odisha,Balasore,1466.36,17155,30364.35,159.39,1.77
Mesta,Kharif,2016-2017,Odisha,Bargarh,1404.59,18273,31246.83,213.29,1.71
Wheat,Kharif,2022-2023,Odisha,Ganjam,1813.12,22173,55654.23,153.33,2.51
Linseed,Kharif,2016-2017,Odisha,Sundargarh,1807.47,25123,39443.11,208.27,1.57
Cabbage,Rabi,2023-2024,Odisha,Jajpur,1381.58,25436,43749.92,219.84,1.72
Oranges & Limes,Kharif,2001-2002,Odisha,Bhadrak,1383.26,15814,21665.18,118.38,1.37
Coffee,Rabi,2016-2017,Odisha,Gajapati,1458.29,26690,44038.5,246.89,1.65
Linseed,Rabi,2003-2004,Odisha,Puri,1659.03,14949,26160.75,186.59,1.75
Oil Palm,Kharif,2000-2001,Odisha,Ganjam,1656.77,41372,62471.72,146.63,1.51
Mango,Kharif,2009-2010,Odisha,Keonjhar,1463.13,8052,13688.4,242.52,1.7
Arhar (Pigeon Pea),Kharif,2023-2024,Odisha,Cuttack,1503.16,15283,25064.12,113.25,1.64
Castor,Rabi,2021-2022,Odisha,Subarnapur,1629.41,19064,34887.12,129.89,1.83
Potato,Rabi,2004-2005,Odisha,Dhenkanal,1307.2,39437,858937.86,221.44,21.78
Ragi (Finger Millet),Rabi,2001-2002,Odisha,Rayagada,1512.31,16211,23343.84,164.32,1.44
Sugarcane,Rabi,2017-2018,Odisha,Balangir,1589.75,10387,843528.27,171.87,81.21
Cardamom,Rabi,2012-2013,Odisha,Nabarangpur,1557.25,23516,41388.16,228.02,1.76
Oranges & Limes,Kharif,2004-2005,Odisha,Kalahandi,1650.64,23464,38480.96,161.15,1.64
Gourds,Rabi,2022-2023,Odisha,Subarnapur,1132.56,7526,12417.9,172.02,1.65
Sesamum (Til),Kharif,2010-2011,Odisha,Puri,1070.34,19950,31521.0,147.03,1.58
Mustard,Rabi,2018-2019,Odisha,Kendrapara,1288.81,17346,28447.44,228.31,1.64
Okra (Bhendi),Rabi,2007-2008,Odisha,Kandhamal,1488.11,12952,21111.76,250.64,1.63
Biri (Black Gram),Kharif,2004-2005,Odisha,Gajapati,1503.4,32495,48417.55,194.71,1.49
Groundnut,Kharif,2010-2011,Odisha,Sambalpur,1585.37,5324,8624.88,207.94,1.62
Papaya,Rabi,2021-2022,Odisha,Deogarh,1639.46,24794,887129.32,163.4,35.78
Chilli,Kharif,2016-2017,Odisha,Nabarangpur,1341.79,14355,21245.4,170.47,1.48
Cowpea,Rabi,2008-2009,Odisha,Sundargarh,1436.13,12098,19477.78,233.2,1.61
Sunflower,Rabi,2021-2022,Odisha,Kandhamal,1416.92,6298,9069.12,252.29,1.44
Tomato,Rabi,2009-2010,Odisha,Puri,1174.6,18531,29093.67,139.27,1.57
Lentil,Kharif,2001-2002,Odisha,Jajpur,1615.23,8395,13264.1,211.21,1.58
Chilli,Kharif,2006-2007,Odisha,Mayurbhanj,1306.54,30152,46434.08,239.85,1.54
Litchi,Rabi,2017-2018,Odisha,Balangir,1525.27,16882,30049.96,119.49,1.78
Cabbage,Rabi,2015-2016,Odisha,Jagatsinghapur,1259.56,24024,37717.68,190.17,1.57
Jute,Kharif,2010-2011,Odisha,Kandhamal,1262.5,18045,47097.45,108.19,2.61
Rubber,Rabi,2024-2025,Odisha,Nayagarh,1282.24,22801,39445.73,165.44,1.73
Maize,Kharif,2021-2022,Odisha,Malkangiri,1449.1,100371,319179.78,201.62,3.18
Guava,Rabi,2017-2018,Odisha,Balasore,1438.45,19931,31889.6,117.87,1.6
Field Pea,Rabi,2000-2001,Odisha,Keonjhar,1578.1,27310,39053.3,225.53,1.43
Mustard,Kharif,2008-2009,Odisha,Kandhamal,1386.79,18288,29992.32,217.39,1.64
Rice (Paddy),Kharif,2007-2008,Odisha,Keonjhar,1387.62,115035,402622.5,207.19,3.5
Papaya,Kharif,2007-2008,Odisha,Gajapati,1320.8,21324,737810.4,150.68,34.6
Bajra (Pearl Millet),Kharif,2022-2023,Odisha,Balasore,1067.84,23432,36788.24,169.96,1.57
Exotic Vegetables,Kharif,2007-2008,Odisha,Nayagarh,1793.04,6925,12534.25,220.48,1.81
Sesamum (Til),Rabi,2002-2003,Odisha,Jagatsinghapur,1587.57,6024,9036.0,250.55,1.5
Linseed,Kharif,2020-2021,Odisha,Angul,1289.4,26874,41923.44,152.7,1.56
Mung (Green Gram),Rabi,2015-2016,Odisha,Gajapati,1628.65,23459,36596.04,230.68,1.56
Lentil,Rabi,2006-2007,Odisha,Boudh,1449.62,23006,40030.44,151.33,1.74
Arhar (Pigeon Pea),Kharif,2015-2016,Odisha,Rayagada,1434.16,22618,41164.76,178.16,1.82
Coriander,Rabi,2016-2017,Odisha,Mayurbhanj,1485.83,17724,26408.76,127.16,1.49
Biri (Black Gram),Kharif,2000-2001,Odisha,Malkangiri,1617.48,9984,16373.76,236.95,1.64
Pumpkin,Kharif,2008-2009,Odisha,Boudh,1343.42,18798,30076.8,237.51,1.6
Papaya,Kharif,2024-2025,Odisha,Sambalpur,1603.74,14396,515664.72,92.03,35.82
Gram (Chickpea),Rabi,2008-2009,Odisha,Ganjam,1160.87,23888,35354.24,167.54,1.48
Cardamom,Kharif,2019-2020,Odisha,Malkangiri,1165.41,11194,20373.08,257.84,1.82
Oil Palm,Kharif,2014-2015,Odisha,Nuapada,1241.08,30345,46427.85,136.52,1.53
Field Pea,Kharif,2024-2025,Odisha,Rayagada,1654.99,28444,47785.92,102.43,1.68
Onion,Rabi,2020-2021,Odisha,Ganjam,1601.84,15254,25779.26,173.68,1.69
Tomato,Kharif,2015-2016,Odisha,Gajapati,1421.16,10207,17760.18,114.5,1.74
Small Millets,Rabi,2011-2012,Odisha,Bhadrak,1548.04,9546,13364.4,175.32,1.4
Castor,Kharif,2019-2020,Odisha,Subarnapur,1609.92,16125,28218.75,113.03,1.75
Coffee,Kharif,2019-2020,Odisha,Bargarh,1274.48,26065,39097.5,208.96,1.5
Litchi,Kharif,2001-2002,Odisha,Nayagarh,1642.22,12359,19403.63,220.52,1.57
Oranges & Limes,Rabi,2017-2018,Odisha,Bargarh,1295.19,33876,62331.84,194.92,1.84
Cardamom,Kharif,2020-2021,Odisha,Balangir,1460.83,30929,54744.33,97.02,1.77
Sapota,Rabi,2021-2022,Odisha,Dhenkanal,1469.99,22277,36757.05,242.27,1.65
Okra (Bhendi),Rabi,2003-2004,Odisha,Dhenkanal,1378.47,21609,32197.41,198.02,1.49
Jowar (Sorghum),Kharif,2010-2011,Odisha,Ganjam,1513.15,13042,19302.16,211.09,1.48
Sapota,Kharif,2023-2024,Odisha,Jajpur,1338.17,28954,54723.06,189.22,1.89
Litchi,Rabi,2003-2004,Odisha,Jharsuguda,1329.06,6382,10211.2,178.59,1.6
Bajra (Pearl Millet),Kharif,2006-2007,Odisha,Mayurbhanj,1460.51,35347,45951.1,219.47,1.3
Turmeric,Rabi,2000-2001,Odisha,Subarnapur,1255.02,31786,47679.0,108.17,1.5
Cowpea,Rabi,2023-2024,Odisha,Jajpur,1317.98,23371,39964.41,191.43,1.71
Cotton,Rabi,2020-2021,Odisha,Balangir,1544.16,54833,33996.46,159.84,0.62
Niger,Kharif,2007-2008,Odisha,Jajpur,1856.82,27504,43181.28,205.74,1.57
Ginger,Kharif,2008-2009,Odisha,Jharsuguda,1517.88,12598,19778.86,236.1,1.57
Castor,Kharif,2017-2018,Odisha,Bargarh,1675.07,14560,26936.0,175.78,1.85
Kulthi (Horse Gram),Kharif,2004-2005,Odisha,Nabarangpur,1558.92,11513,20262.88,230.39,1.76
Guava,Rabi,2023-2024,Odisha,Bhadrak,1334.91,17465,29515.85,128.87,1.69
Exotic Vegetables,Kharif,2006-2007,Odisha,Balangir,1419.75,15128,24053.52,142.56,1.59
Sapota,Rabi,2021-2022,Odisha,Mayurbhanj,1250.0,31958,51771.96,193.14,1.62
Groundnut,Rabi,2019-2020,Odisha,Puri,1359.99,25004,43006.88,173.54,1.72
Garlic,Rabi,2024-2025,Odisha,Keonjhar,1413.74,15522,25921.74,147.77,1.67
Sugarcane,Rabi,2016-2017,Odisha,Nuapada,1607.81,11270,919632.0,179.14,81.6
Groundnut,Rabi,2011-2012,Odisha,Ganjam,1475.34,23311,38929.37,243.21,1.67
Castor,Kharif,2022-2023,Odisha,Nayagarh,1262.1,19931,34281.32,137.88,1.72
Okra (Bhendi),Kharif,2022-2023,Odisha,Ganjam,1318.97,32976,53750.88,193.14,1.63
Linseed,Kharif,2002-2003,Odisha,Kendrapara,1409.2,25485,36188.7,235.07,1.42
Oil Palm,Rabi,2017-2018,Odisha,Jajpur,1573.06,15952,26480.32,136.45,1.66
Oranges & Limes,Kharif,2010-2011,Odisha,Mayurbhanj,1398.72,14335,21932.55,97.5,1.53
Okra (Bhendi),Kharif,2020-2021,Odisha,Cuttack,1427.71,11176,19893.28,218.44,1.78
Tobacco,Kharif,2011-2012,Odisha,Kandhamal,1511.56,22612,34596.36,254.26,1.53
Cardamom,Kharif,2019-2020,Odisha,Rayagada,1332.01,14935,27181.7,166.3,1.82
Guava,Rabi,2004-2005,Odisha,Bhadrak,1534.62,4110,5425.2,160.05,1.32
Mung (Green Gram),Rabi,2014-2015,Odisha,Ganjam,1423.32,9320,14912.0,109.97,1.6
Sunflower,Rabi,2008-2009,Odisha,Cuttack,1500.93,22746,36393.6,132.46,1.6
Coffee,Rabi,2019-2020,Odisha,Jharsuguda,1404.76,3693,6056.52,248.59,1.64
Onion,Kharif,2005-2006,Odisha,Balangir,1410.79,45355,72114.45,168.98,1.59
Tobacco,Kharif,2008-2009,Odisha,Khordha,1428.02,21200,35192.0,105.83,1.66
Cardamom,Kharif,2006-2007,Odisha,Kalahandi,1628.0,22276,39205.76,207.95,1.76
Mustard,Rabi,2023-2024,Odisha,Kandhamal,1392.58,20575,34566.0,232.89,1.68
Coconut,Rabi,2018-2019,Odisha,Deogarh,1473.23,13893,25702.05,171.18,1.85
Pumpkin,Kharif,2019-2020,Odisha,Subarnapur,1620.82,19299,31264.38,147.18,1.62
Niger,Rabi,2012-2013,Odisha,Kandhamal,1483.07,22678,35377.68,206.73,1.56
Rubber,Rabi,2010-2011,Odisha,Nabarangpur,1422.03,21921,38142.54,114.71,1.74
Bajra (Pearl Millet),Rabi,2005-2006,Odisha,Kalahandi,1401.89,28536,46513.68,132.52,1.63
Castor,Kharif,2017-2018,Odisha,Bhadrak,1445.87,16179,25886.4,127.12,1.6
Cotton,Rabi,2003-2004,Odisha,Balasore,1631.7,38665,15079.35,192.62,0.39
Bajra (Pearl Millet),Kharif,2000-2001,Odisha,Subarnapur,1516.43,9122,11493.72,184.38,1.26
Cardamom,Kharif,2004-2005,Odisha,Subarnapur,1481.95,27281,43649.6,251.73,1.6
Turmeric,Kharif,2001-2002,Odisha,Cuttack,1279.8,10251,14351.4,128.74,1.4
Linseed,Kharif,2008-2009,Odisha,Mayurbhanj,1491.6,11536,18111.52,163.51,1.57
Tobacco,Kharif,2005-2006,Odisha,Dhenkanal,1428.83,17822,25663.68,155.51,1.44
Field Pea,Kharif,2008-2009,Odisha,Kendrapara,1800.94,26352,45325.44,123.76,1.72
Tea,Rabi,2022-2023,Odisha,Balasore,1639.48,19883,33403.44,118.52,1.68
Chilli,Rabi,2007-2008,Odisha,Boudh,1461.35,32556,54042.96,139.86,1.66
Coconut,Rabi,2024-2025,Odisha,Bargarh,1375.9,28250,47742.5,217.15,1.69
Okra (Bhendi),Rabi,2024-2025,Odisha,Deogarh,1134.77,8194,13028.46,155.47,1.59
Exotic Vegetables,Rabi,2014-2015,Odisha,Sundargarh,1566.85,22924,38053.84,206.65,1.66
Small Millets,Rabi,2021-2022,Odisha,Nabarangpur,1631.61,5036,9316.6,258.77,1.85
Tobacco,Kharif,2010-2011,Odisha,Sundargarh,1234.56,21010,33616.0,151.6,1.6
Small Millets,Rabi,2023-2024,Odisha,Sambalpur,1589.73,26027,45547.25,99.53,1.75
Cotton,Rabi,2022-2023,Odisha,Puri,1509.19,49055,34338.5,190.34,0.7
Jackfruit,Kharif,2004-2005,Odisha,Sambalpur,1705.01,26499,41868.42,187.74,1.58
Gourds,Kharif,2022-2023,Odisha,Bargarh,1321.52,33946,53634.68,257.84,1.58
Potato,Kharif,2003-2004,Odisha,Gajapati,1470.78,19462,432251.02,159.58,22.21
Jowar (Sorghum),Kharif,2012-2013,Odisha,Gajapati,1656.99,33175,48767.25,184.14,1.47
Sweet Potato,Kharif,2001-2002,Odisha,Puri,937.26,32436,47032.2,133.5,1.45
Ginger,Rabi,2021-2022,Odisha,Kalahandi,1352.89,8847,14686.02,130.35,1.66
Papaya,Rabi,2017-2018,Odisha,Koraput,1552.69,14295,508759.05,126.75,35.59
Tobacco,Rabi,2006-2007,Odisha,Jajpur,1130.28,17043,24030.63,170.87,1.41
Mustard,Kharif,2000-2001,Odisha,Bhadrak,1320.42,15252,23945.64,90.2,1.57
Groundnut,Kharif,2012-2013,Odisha,Deogarh,1671.11,28146,45877.98,210.47,1.63
Black Pepper,Kharif,2011-2012,Odisha,Khordha,1675.56,11526,17289.0,128.12,1.5
Gourds,Kharif,2016-2017,Odisha,Rayagada,1613.62,23748,42033.96,110.14,1.77
Sweet Potato,Kharif,2008-2009,Odisha,Kandhamal,1035.48,11913,17512.11,166.28,1.47
Mango,Kharif,2016-2017,Odisha,Bhadrak,1282.04,17429,31372.2,161.59,1.8
Sapota,Kharif,2001-2002,Odisha,Kalahandi,1442.15,12454,16065.66,227.4,1.29
Black Pepper,Kharif,2010-2011,Odisha,Rayagada,1613.17,27536,42130.08,169.24,1.53
Oranges & Limes,Rabi,2005-2006,Odisha,Kendrapara,1518.91,759,1259.94,239.88,1.66
Biri (Black Gram),Rabi,2009-2010,Odisha,Dhenkanal,1370.81,23457,34950.93,139.65,1.49
Mung (Green Gram),Kharif,2005-2006,Odisha,Sambalpur,1331.45,20734,33174.4,242.44,1.6
Potato,Rabi,2012-2013,Odisha,Balasore,1474.59,33305,739371.0,125.39,22.2
Coconut,Rabi,2006-2007,Odisha,Jajpur,1482.04,25188,39041.4,175.48,1.55
Coconut,Rabi,2017-2018,Odisha,Cuttack,1168.68,27657,40655.79,224.91,1.47
Wheat,Kharif,2022-2023,Odisha,Balasore,1309.96,14890,38565.1,108.95,2.59
Jute,Kharif,2017-2018,Odisha,Rayagada,1491.78,21081,57551.13,135.32,2.73
Cotton,Rabi,2022-2023,Odisha,Kandhamal,1415.84,58680,45183.6,253.8,0.77
Gourds,Kharif,2009-2010,Odisha,Ganjam,1479.94,27952,46959.36,134.45,1.68
Biri (Black Gram),Kharif,2001-2002,Odisha,Ganjam,1544.39,17246,25006.7,138.38,1.45
Wheat,Kharif,2010-2011,Odisha,Malkangiri,1282.07,25643,58978.9,173.23,2.3
Coriander,Rabi,2001-2002,Odisha,Bhadrak,1548.44,26530,36080.8,160.33,1.36
Black Pepper,Kharif,2006-2007,Odisha,Bhadrak,1553.05,16685,25027.5,191.58,1.5
Sugarcane,Rabi,2004-2005,Odisha,Jagatsinghapur,1443.26,5246,419102.94,250.16,79.89
Rice (Paddy),Kharif,2005-2006,Odisha,Jajpur,1158.68,114510,403075.2,101.23,3.52
Garlic,Rabi,2008-2009,Odisha,Nabarangpur,1239.32,41225,68845.75,144.7,1.67
Coconut,Rabi,2010-2011,Odisha,Kalahandi,1382.91,15082,23678.74,169.25,1.57
Kulthi (Horse Gram),Rabi,2003-2004,Odisha,Angul,1780.88,34192,54023.36,240.52,1.58
Tobacco,Rabi,2001-2002,Odisha,Rayagada,1580.48,13230,19051.2,164.99,1.44
Mung (Green Gram),Kharif,2015-2016,Odisha,Nayagarh,1645.54,10927,19231.52,105.79,1.76
Chilli,Rabi,2007-2008,Odisha,Kendrapara,1604.37,23048,36415.84,84.8,1.58
Okra (Bhendi),Kharif,2000-2001,Odisha,Nabarangpur,1439.27,6696,9642.24,156.95,1.44
Gourds,Kharif,2023-2024,Odisha,Balasore,1610.33,21743,33919.08,157.59,1.56
Rice (Paddy),Kharif,2017-2018,Odisha,Sambalpur,1396.61,158890,589481.9,209.88,3.71
Gourds,Rabi,2023-2024,Odisha,Ganjam,1369.4,22918,41939.94,220.77,1.83
Cardamom,Rabi,2013-2014,Odisha,Balangir,1421.86,13259,17634.47,136.3,1.33
Cauliflower,Rabi,2020-2021,Odisha,Angul,1591.1,4621,8595.06,236.03,1.86
Linseed,Kharif,2003-2004,Odisha,Bargarh,1589.17,26890,43292.9,191.4,1.61
Jowar (Sorghum),Rabi,2004-2005,Odisha,Nuapada,1339.4,18638,28143.38,243.16,1.51
Tomato,Kharif,2017-2018,Odisha,Malkangiri,1427.06,10015,16825.2,244.67,1.68
Tobacco,Rabi,2001-2002,Odisha,Khordha,1365.87,23554,34153.3,204.97,1.45
Rubber,Rabi,2003-2004,Odisha,Jajpur,1266.99,13698,21642.84,83.11,1.58
Mung (Green Gram),Kharif,2014-2015,Odisha,Gajapati,1266.84,22604,33906.0,220.91,1.5
Ginger,Rabi,2016-2017,Odisha,Mayurbhanj,1475.44,32531,54326.77,222.4,1.67
Banana,Rabi,2004-2005,Odisha,Kalahandi,1595.78,28030,856877.1,101.2,30.57
Wheat,Kharif,2017-2018,Odisha,Koraput,1423.56,22604,55605.84,125.82,2.46
Jackfruit,Rabi,2007-2008,Odisha,Dhenkanal,1383.39,23617,36370.18,172.15,1.54
Mango,Rabi,2023-2024,Odisha,Deogarh,1419.22,11962,19976.54,158.66,1.67
Small Millets,Rabi,2018-2019,Odisha,Rayagada,1419.89,22378,39609.06,151.35,1.77
Jackfruit,Kharif,2006-2007,Odisha,Mayurbhanj,1382.99,8712,13503.6,135.99,1.55
Jowar (Sorghum),Rabi,2004-2005,Odisha,Subarnapur,1231.16,25277,31849.02,244.24,1.26
Ginger,Kharif,2012-2013,Odisha,Balangir,1531.56,18765,31337.55,244.52,1.67
Small Millets,Rabi,2014-2015,Odisha,Kandhamal,1699.24,15969,30021.72,219.89,1.88
Chilli,Kharif,2015-2016,Odisha,Bargarh,1611.8,11389,17652.95,160.79,1.55
Tobacco,Kharif,2015-2016,Odisha,Kendrapara,1355.93,35975,60078.25,125.97,1.67
Onion,Rabi,2010-2011,Odisha,Balangir,1598.31,24868,39291.44,225.63,1.58
Banana,Kharif,2019-2020,Odisha,Balangir,1514.31,4211,128182.84,158.44,30.44
Ginger,Kharif,2021-2022,Odisha,Deogarh,1364.43,25942,45657.92,187.37,1.76
Maize,Kharif,2003-2004,Odisha,Nuapada,1432.28,79604,241996.16,83.17,3.04
Pumpkin,Rabi,2000-2001,Odisha,Khordha,1632.97,13548,19102.68,211.6,1.41
Biri (Black Gram),Rabi,2007-2008,Odisha,Malkangiri,1313.85,29130,40782.0,227.69,1.4
Sapota,Kharif,2010-2011,Odisha,Bhadrak,1476.9,36090,54856.8,113.99,1.52
Onion,Kharif,2005-2006,Odisha,Malkangiri,1440.1,4944,7218.24,249.99,1.46
Sapota,Kharif,2023-2024,Odisha,Nayagarh,1560.68,12789,22764.42,176.34,1.78
Rice (Paddy),Rabi,2020-2021,Odisha,Nabarangpur,1376.51,108818,405891.14,186.22,3.73
Castor,Rabi,2022-2023,Odisha,Sambalpur,1451.72,16743,28965.39,217.59,1.73
Coriander,Rabi,2005-2006,Odisha,Keonjhar,1501.98,26203,41924.8,173.29,1.6
Biri (Black Gram),Rabi,2016-2017,Odisha,Deogarh,1536.01,12884,20743.24,253.25,1.61
Ginger,Rabi,2011-2012,Odisha,Bhadrak,1399.85,607,910.5,252.48,1.5
Sesamum (Til),Kharif,2004-2005,Odisha,Sundargarh,1401.38,26997,45894.9,251.38,1.7
Sweet Potato,Kharif,2007-2008,Odisha,Jajpur,1455.43,17759,29657.53,132.94,1.67
Papaya,Rabi,2021-2022,Odisha,Subarnapur,1452.09,22718,799673.6,147.85,35.2
Mustard,Rabi,2022-2023,Odisha,Bargarh,1497.07,13627,24256.06,190.78,1.78
Castor,Kharif,2001-2002,Odisha,Cuttack,1546.16,24060,37774.2,126.86,1.57
Coffee,Kharif,2021-2022,Odisha,Nabarangpur,1296.39,11235,17863.65,97.86,1.59
Onion,Kharif,2000-2001,Odisha,Jagatsinghapur,1346.84,6473,9062.2,177.56,1.4
Wheat,Kharif,2010-2011,Odisha,Jharsuguda,1409.62,18792,43973.28,101.32,2.34
Oranges & Limes,Rabi,2023-2024,Odisha,Keonjhar,1476.64,22598,38190.62,243.57,1.69
Oil Palm,Kharif,2024-2025,Odisha,Mayurbhanj,1323.48,32245,57396.1,131.97,1.78
Mesta,Rabi,2007-2008,Odisha,Nabarangpur,1427.34,22750,36400.0,173.84,1.6
Sunflower,Rabi,2018-2019,Odisha,Nayagarh,1233.79,19655,31251.45,220.29,1.59
Onion,Rabi,2023-2024,Odisha,Angul,1149.36,11051,18897.21,218.93,1.71
Wheat,Kharif,2005-2006,Odisha,Kalahandi,1605.64,22311,51092.19,114.87,2.29
Sesamum (Til),Kharif,2018-2019,Odisha,Angul,1429.94,16580,30838.8,239.83,1.86
Pumpkin,Rabi,2016-2017,Odisha,Boudh,1509.94,26705,43796.2,232.43,1.64
Sweet Potato,Rabi,2008-2009,Odisha,Nayagarh,1482.8,19765,31821.65,184.14,1.61
Gourds,Rabi,2020-2021,Odisha,Subarnapur,1379.43,9060,16670.4,211.82,1.84
Okra (Bhendi),Kharif,2007-2008,Odisha,Angul,1065.08,32216,43169.44,221.45,1.34
Mung (Green Gram),Kharif,2020-2021,Odisha,Gajapati,1804.01,7372,12827.28,201.63,1.74
Coconut,Rabi,2023-2024,Odisha,Rayagada,1574.35,17254,32782.6,219.25,1.9
Linseed,Rabi,2009-2010,Odisha,Jharsuguda,1342.9,25020,38280.6,178.59,1.53
Guava,Rabi,2011-2012,Odisha,Jharsuguda,1130.24,19786,31459.74,195.41,1.59
Mesta,Rabi,2000-2001,Odisha,Jagatsinghapur,1479.77,12358,18660.58,143.33,1.51
Banana,Kharif,2021-2022,Odisha,Malkangiri,1440.3,16310,489626.2,199.88,30.02
Jowar (Sorghum),Rabi,2020-2021,Odisha,Bhadrak,1344.51,11788,20511.12,186.69,1.74
Biri (Black Gram),Kharif,2009-2010,Odisha,Boudh,1454.01,11898,18322.92,86.58,1.54
Papaya,Rabi,2006-2007,Odisha,Nuapada,1574.89,30182,1068140.98,172.04,35.39
Oil Palm,Kharif,2022-2023,Odisha,Balangir,1380.89,15720,27981.6,201.39,1.78
Jute,Rabi,2020-2021,Odisha,Sundargarh,1441.88,29263,76376.43,232.6,2.61
Maize,Rabi,2016-2017,Odisha,Bhadrak,1060.43,111885,345724.65,123.97,3.09
Jackfruit,Rabi,2010-2011,Odisha,Kendrapara,1645.02,16880,28189.6,245.53,1.67
Banana,Rabi,2000-2001,Odisha,Nabarangpur,1235.75,10299,303202.56,203.41,29.44
Linseed,Rabi,2010-2011,Odisha,Nabarangpur,1596.53,15497,24950.17,85.04,1.61
Coffee,Rabi,2002-2003,Odisha,Dhenkanal,1350.36,11239,18431.96,202.77,1.64
Cotton,Kharif,2016-2017,Odisha,Nabarangpur,1317.58,54055,32433.0,156.57,0.6
Jute,Kharif,2020-2021,Odisha,Kalahandi,1767.74,24546,69219.72,216.59,2.82
Brinjal (Eggplant),Rabi,2019-2020,Odisha,Puri,1374.61,16694,28880.62,105.98,1.73
Black Pepper,Rabi,2007-2008,Odisha,Kendrapara,1344.07,22550,35178.0,122.04,1.56
Mesta,Kharif,2005-2006,Odisha,Cuttack,1532.31,6640,10026.4,151.08,1.51
Banana,Kharif,2014-2015,Odisha,Keonjhar,1530.66,34420,1042237.6,100.28,30.28
Mung (Green Gram),Rabi,2004-2005,Odisha,Subarnapur,1343.45,22411,35633.49,197.99,1.59
Black Pepper,Kharif,2005-2006,Odisha,Gajapati,1355.59,13293,22731.03,165.82,1.71
Cashew,Rabi,2005-2006,Odisha,Cuttack,1489.5,21028,33434.52,89.36,1.59
Linseed,Kharif,2000-2001,Odisha,Boudh,1578.8,21064,32438.56,124.67,1.54
Kulthi (Horse Gram),Rabi,2005-2006,Odisha,Malkangiri,1626.23,10356,17190.96,181.87,1.66
Bajra (Pearl Millet),Kharif,2022-2023,Odisha,Balangir,1277.9,10349,17075.85,173.92,1.65
Chilli,Rabi,2013-2014,Odisha,Subarnapur,1412.08,25771,38141.08,179.82,1.48
Arhar (Pigeon Pea),Rabi,2024-2025,Odisha,Jajpur,1237.89,500,900.0,174.24,1.8
Jowar (Sorghum),Kharif,2013-2014,Odisha,Ganjam,1469.3,15635,27986.65,137.63,1.79
Banana,Kharif,2012-2013,Odisha,Boudh,1526.81,19907,603779.31,89.06,30.33
Pumpkin,Rabi,2018-2019,Odisha,Jagatsinghapur,1654.0,9663,17103.51,210.22,1.77
Cowpea,Rabi,2002-2003,Odisha,Jajpur,1551.56,19412,28147.4,156.68,1.45
Sweet Potato,Kharif,2018-2019,Odisha,Malkangiri,1341.39,22907,39170.97,164.22,1.71
Mango,Kharif,2008-2009,Odisha,Malkangiri,1311.53,16412,24289.76,150.68,1.48
Niger,Rabi,2014-2015,Odisha,Angul,1387.33,24960,37939.2,108.51,1.52
Cabbage,Rabi,2011-2012,Odisha,Nabarangpur,1353.46,21261,28914.96,249.44,1.36
Tea,Rabi,2004-2005,Odisha,Keonjhar,1526.87,2585,3903.35,212.1,1.51
Okra (Bhendi),Rabi,2015-2016,Odisha,Angul,1492.27,32701,55918.71,87.74,1.71
Coriander,Kharif,2002-2003,Odisha,Sambalpur,1648.14,27023,41615.42,143.38,1.54
Cardamom,Rabi,2011-2012,Odisha,Mayurbhanj,1577.17,13940,19655.4,209.09,1.41
Wheat,Rabi,2021-2022,Odisha,Nabarangpur,1607.05,18345,44578.35,147.18,2.43
